id,lclas,mlsfc,id_poi,poi_nm,branch_nm,sub_nm,mcate_cd,mcate_nm,pnu,sido_nm,sgg_nm,bemd_nm,ri_nm,beonji,badm_cd,hadm_cd,rd_cd,rd_nm,bld_num,x,y,grid_cd,lst_updt_dt,data_orgn,FILE_NAME,base_ymd
KCLANPO25N000047962,장소,관광지,23591077,양주장흥브이아이피캠핑장,,,60520,캠핑장,4163034025100310016,경기도,양주시,장흥면,일영리,31,4163034025,4163034000,416303212007,권율로,102-26,126.9490353,37.722704,다사514693,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047963,장소,관광지,23591339,미소투어,,,60403,항공사/여행사,5113011000109419520,강원특별자치도,원주시,단계동,,942-12,5113011000,5113059000,511304457648,한지공원길,176,127.9341387,37.3368171,라사384265,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047964,장소,관광지,23592361,USOKOREA,,,60403,항공사/여행사,2820011000106520064,인천광역시,남동구,논현동,,652-6,2820011000,2820069000,282004259489,소래역서로2번길,23,126.7312894,37.4026917,다사319340,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047965,장소,관광지,23592548,민영여행사,,,60403,항공사/여행사,1111018300102509952,서울특별시,종로구,평창동,,251-10,1111018300,1111056000,111104100518,평창8길,37,126.9685611,37.6027914,다사530560,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047966,장소,관광지,23592562,준여행사,,,60403,항공사/여행사,4150034028103849984,경기도,이천시,마장면,이치리,385-2,4150034028,4150034000,415003207023,서이천로,83,127.3684377,37.2465444,다사883164,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047967,장소,관광지,23592563,뷰티플랜드여행사,,,60403,항공사/여행사,4157010900168770048,경기도,김포시,구래동,,6877-5,4157010900,4157057000,415703209162,김포한강5로,321,126.6380624,37.6527464,다사239618,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047968,장소,관광지,23592766,베네치아야영장,,,60506,야영장,2911011100100989952,광주광역시,동구,지산동,,99-4,2911011100,2911063000,291104277227,지호로124번길,14,126.941734,35.1481217,다라491837,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047969,장소,관광지,23592884,수국페스티벌,,,60523,지역축제,4482532022109669888,충청남도,태안군,남면,몽산리,967,4482532022,4482532000,448254592220,우운길,56-19,126.2825794,36.6870065,나바912550,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047970,장소,관광지,23592889,용연폭포,,,60504,폭포/계곡,4713031530103990272,경상북도,경주시,문무대왕면,호암리,399-1,4713031530,4713031500,,,,129.4052089,35.833811,마마720613,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047971,장소,관광지,23592919,무심골캠핑장,,,60520,캠핑장,5273032029102730240,전북특별자치도,무주군,설천면,심곡리,273-1,5273032029,5273032000,527304625185,원심곡1길,1,127.757277,35.9311619,라마232705,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047972,장소,관광지,23593472,아쿠아가든,,,60509,아쿠아리움/대형수족관,4613013100109280256,전라남도,여수시,소호동,,928,4613013100,4613078000,461304646552,소호12길,67,127.6428975,34.7306108,라라130373,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047973,장소,관광지,23593481,태화루스카이워크,,,60513,일반관광지,3111011100100910080,울산광역시,중구,태화동,,91-2,3111011100,3111060000,311103169020,태화로,300,129.3074386,35.5535954,마마638301,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047974,장소,관광지,23593715,미르관광,,,60403,항공사/여행사,5115012100101510144,강원특별자치도,강릉시,노암동,,151-1,5115012100,5115061500,511504460799,율곡로2631번길,64,128.9085183,37.7439756,마사240725,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047975,장소,관광지,23593721,제이앤제이관광농원,,,60516,관광농원/허브마을,5173033029102999552,강원특별자치도,횡성군,둔내면,삽교리,300-1,5173033029,5173033000,517303226091,화동삽교로,205,128.2569989,37.5623691,라사668517,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047976,장소,관광지,23594262,신세계여행사,,,60403,항공사/여행사,4113310100141689856,경기도,성남시중원구,성남동,,4169,4113310100,4113351000,411332000005,성남대로,1133,127.1286372,37.4310537,다사671369,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047977,장소,관광지,23594327,빅여행사,,,60403,항공사/여행사,1135010500112620032,서울특별시,노원구,상계동,,1262,1135010500,1135063000,113503000001,동일로,1689,127.0549494,37.6791125,다사607644,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047978,장소,관광지,23594346,월드라인항공여행사,,,60403,항공사/여행사,1144010200104039936,서울특별시,마포구,공덕동,,404,1144010200,1144055500,114402113001,마포대로,127,126.952137,37.5461919,다사516497,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047979,장소,관광지,23594392,아이디투어,,,60403,항공사/여행사,2623011100108780032,부산광역시,부산진구,개금동,,878,2623011100,2623074000,262302006015,가야대로,497,129.0267372,35.1536286,마라390853,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047980,장소,관광지,23594520,세연여행사,,,60403,항공사/여행사,2915511200100429824,광주광역시,남구,송하동,,43-28,2915511200,2915572000,291553161020,효덕로,291,126.8946644,35.1102945,다라448796,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047981,장소,관광지,23594897,신도림건창여행사,,,60403,항공사/여행사,1153010200100029952,서울특별시,구로구,구로동,,3-25,1153010200,1153056000,115303116007,새말로,97,126.8902167,37.5070402,다사461454,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047982,장소,관광지,23595363,세부야여행사,,,60403,항공사/여행사,1126010400102450048,서울특별시,중랑구,묵동,,245-6,1126010400,1126063000,112603000001,동일로,859,127.078106,37.6070995,다사627564,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047983,장소,관광지,23595415,산울림캠핑장,,,60520,캠핑장,4782035036101569536,경상북도,청도군,운문면,신원리,157,4782035036,4782035000,478203309050,운문로,1076,129.00296,35.6678446,마마360423,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047984,장소,관광지,23595443,애플캠핑장,,,60520,캠핑장,4784035526113750016,경상북도,성주군,금수강산면,무학리,1375,4784035526,4784035500,478403311038,성주로,548-9,128.0936152,35.9235786,라마535698,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047985,장소,관광지,23595530,반하면오토캠핑장,,,60520,캠핑장,4415025029102119936,충청남도,공주시,유구읍,명곡리,212-1,4415025029,4415025000,441504553361,명곡2길,149-6,126.9527802,36.6151009,다바510465,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047986,장소,관광지,23596247,850전망대,,,60513,일반관광지,5177032022101969920,강원특별자치도,정선군,남면,무릉리,197-3,5177032022,5177032000,517704487253,억새꽃길,229,128.7826581,37.2690902,마사137196,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047987,장소,관광지,23596528,그로웨이브,,,60403,항공사/여행사,4812710600101019648,경상남도,창원시마산회원구,합성동,,102-1,4812710600,4812759000,481272019003,3.15대로,732,128.5821388,35.2373023,라라984940,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047988,장소,관광지,23596626,에이치에스네이처,,,60520,캠핑장,5111034027101479936,강원특별자치도,춘천시,남면,한덕리,148,5111034027,5111034000,511104454757,한덕발산길,447-21,127.6234602,37.7033404,라사108670,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047989,장소,관광지,23596834,투어마블,,,60403,항공사/여행사,2711010700101459968,대구광역시,중구,삼덕동3가,,146-1,2711010700,2711054500,271104223076,동덕로30길,148,128.6117272,35.8656431,마마003638,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047990,장소,관광지,23596925,종로여행사,,,60403,항공사/여행사,1111017500102009984,서울특별시,종로구,숭인동,,201-26,1111017500,1111071000,111104100030,난계로29길,27,127.0216242,37.5740661,다사577528,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047991,장소,관광지,23597125,토토남여행사,,,60403,항공사/여행사,1150010800100340096,서울특별시,강서구,공항동,,34-35,1150010800,1150062000,115002005007,공항대로,38-9,126.8120154,37.5608625,다사392515,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047992,장소,관광지,23597147,매일즐거운여행사,,,60403,항공사/여행사,1144012000104800000,서울특별시,마포구,서교동,,480-9,1144012000,1144066000,114403112014,동교로,94,126.912611,37.5542672,다사481507,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047993,장소,관광지,23597147,매일즐거운여행사,,,60403,항공사/여행사,1144012000104800000,서울특별시,마포구,서교동,,480-9,1144012000,1144066000,114403112014,동교로,94,126.912611,37.5542672,다사481507,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047994,장소,관광지,23597268,덕성국제여행사,,,60403,항공사/여행사,1153010200102119936,서울특별시,구로구,구로동,,212-16,1153010200,1153054000,115304148329,디지털로27길,24,126.8929981,37.4835112,다사463428,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047995,장소,관광지,23597580,마을담다,,,60403,항공사/여행사,3014010100100089856,대전광역시,중구,은행동,,9-13,3014010100,3014053500,301404295292,목척8길,11,127.4277668,36.3297143,다바935147,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047996,장소,관광지,23598155,맑은샘,,,60403,항공사/여행사,4611016400109600256,전라남도,목포시,옥암동,,960-4,4611016400,4611079000,461103281056,옥암로,108,126.4259527,34.808839,다라017465,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047997,장소,관광지,23598172,이리다온,,,60403,항공사/여행사,5214010400100140032,전북특별자치도,익산시,중앙동2가,,14-7,5214010400,5214052000,521403269061,중앙로,12-50,126.9477363,35.9386161,다마501714,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047998,장소,관광지,23598398,이노투어레저더조은여행사,,,60403,항공사/여행사,4717011600101940224,경상북도,안동시,남문동,,194-2,4717011600,4717051000,471703307007,남문로,1,128.7292348,36.5634753,마바099413,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000047999,장소,관광지,23598399,서진여행사,,,60403,항공사/여행사,2723012600109360128,대구광역시,북구,태전동,,936-1,2723012600,2723072500,272303145035,영송로,85,128.544206,35.9329826,라마941712,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048000,장소,관광지,23598413,플러스항공여행사,,,60403,항공사/여행사,1144010100103459968,서울특별시,마포구,아현동,,346-3,1144010100,1144055500,114403005057,신촌로,244,126.9528394,37.5569573,다사516509,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048001,장소,관광지,23598434,한야국제여행사,,,60403,항공사/여행사,1156013300110360064,서울특별시,영등포구,대림동,,1036-1,1156013300,1156071000,115604154379,디지털로53길,22,126.9001553,37.4923269,다사469438,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048002,장소,관광지,23598440,369국제여행사,,,60403,항공사/여행사,4313010500105939968,충청북도,충주시,교현동,,594-9,4313010500,4313054000,431303238057,천변로,219-1,127.9322225,36.9752857,라바384864,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048003,장소,관광지,23598632,연리지관광농원,,,60516,관광농원/허브마을,4375032024102320128,충청북도,진천군,초평면,용정리,232,4375032024,4375032000,437503014044,초평로,772-1,127.5304242,36.8310872,라바027703,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048004,장소,관광지,23598756,오스트리아캠핑장,,,60520,캠핑장,4182033023109089792,경기도,가평군,상면,행현리,909-11,4182033023,4182033000,418203216043,축령로,276-37,127.3442436,37.7753691,다사862750,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048005,장소,관광지,23598783,화성동탄호수공원루나쇼,,,60523,지역축제,4159013700107270144,경기도,화성시,송동,,727,4159013700,4159061000,415904858276,동탄호수2길,40,127.1009149,37.1670735,다사645076,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048006,장소,관광지,23599854,오늘여행사,,,60403,항공사/여행사,3020011500104650240,대전광역시,유성구,상대동,,465,3020011500,3020052700,302003342029,상대로,40,127.3374359,36.3473499,다바854166,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048007,장소,관광지,23600167,국제여행사,,,60403,항공사/여행사,4119210200101700096,경기도,부천시원미구,심곡동,,170-4,4119210200,4119252000,411923000019,부일로,482,126.7835344,37.4856472,다사366431,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048008,장소,관광지,23600230,내포캠핑스퀘어,,,60520,캠핑장,4480025622100879872,충청남도,홍성군,홍북읍,상하리,88-20,4480025622,4480025600,448004586339,용봉산1길,15,126.6619101,36.6439249,다바250498,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048009,장소,관광지,23600234,앙니드공이안,,,60518,팜스테이,1111014300100649984,서울특별시,종로구,화동,,65-6,1111014300,1111054000,,,,126.9814718,37.5815761,다사542537,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048010,장소,관광지,23600296,맑을청,,,60520,캠핑장,4375025035100930048,충청북도,진천군,진천읍,연곡리,93-1,4375025035,4375025000,437504535054,김유신길,340-35,127.3645904,36.8490072,다바879723,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048011,장소,관광지,23600319,여행길,,,60403,항공사/여행사,3017012800103009792,대전광역시,서구,만년동,,301,3017012800,3017065000,301702010001,대덕대로,408,127.3800074,36.3693437,다바892191,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048012,장소,관광지,23600663,트리풀하우스,,,60520,캠핑장,4165041022102580224,경기도,포천시,화현면,명덕리,258,4165041022,4165041000,416503213053,봉화로,362-7,127.2790943,37.8819209,다사805869,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048013,장소,관광지,23600697,우리동네여행사,,,60403,항공사/여행사,1165010200102149888,서울특별시,서초구,양재동,,215,1165010200,1165065200,116503121007,매헌로,16,127.0369508,37.4634768,다사590405,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048014,장소,관광지,23600702,하나항공여행사,,,60403,항공사/여행사,2629010900108149760,부산광역시,남구,문현동,,815,2629010900,2629071000,262903127052,자성로,152,129.066895,35.1364811,마라427834,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048015,장소,관광지,23600887,숲속도마치계곡캠핑장,,,60520,캠핑장,4165038022102759936,경기도,포천시,이동면,도평리,276-12,4165038022,4165038000,416503213050,화동로,2318-36,127.3902274,38.0514843,다아903057,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048016,장소,관광지,23600915,별고을야영장,,,60506,야영장,4784031038108210176,경상북도,성주군,선남면,도성리,821-7,4784031038,4784031000,478403018091,선노로,23-25,128.3709286,35.8844807,라마786656,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048017,장소,관광지,23601004,아라마린서비스,,,60403,항공사/여행사,4822025021102610432,경상남도,통영시,산양읍,영운리,261,4822025021,4822025000,482204799229,삼칭이해안길,820,128.4343224,34.8045817,라라854459,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048018,장소,관광지,23601090,월드투어여행사,,,60403,항공사/여행사,4146110400100270080,경기도,용인시처인구,남동,,27-2,4146110400,4146151000,414612012009,백옥대로,1051,127.2102177,37.2295689,다사742145,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048019,장소,관광지,23601547,연우여행사,,,60403,항공사/여행사,1111012000101629952,서울특별시,종로구,신문로1가,,163,1111012000,1111053000,111103005004,새문안로,92,126.9749071,37.5696943,다사536523,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048020,장소,관광지,23601571,보원여행사,,,60403,항공사/여행사,1147010200109190016,서울특별시,양천구,목동,,919-7,1147010200,1147051000,,,,126.8733,37.5302425,다사446480,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048021,장소,관광지,23601993,우리여행사,,,60403,항공사/여행사,4415010500101199872,충청남도,공주시,산성동,,120-1,4415010500,4415054000,441503251030,웅진로,186,127.1251438,36.4569221,다바664288,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048022,장소,관광지,23602313,송원국제여행사,,,60403,항공사/여행사,1162010200105139968,서울특별시,관악구,신림동,,514-4,1162010200,1162068500,116203120010,조원로,115-1,126.9151997,37.4851735,다사482430,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048023,장소,관광지,23602390,캠피언카라반글램핑캠핑장,,,60520,캠핑장,4713013100102920192,경상북도,경주시,구정동,,292-67,4713013100,4713065000,471304715617,새골길,49-107,129.2999541,35.7880953,마마626561,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048024,장소,관광지,23602585,캠블리캠핑,,,60520,캠핑장,5175032527107789824,강원특별자치도,영월군,김삿갓면,와석리,779,5175032527,5175032500,517503227004,김삿갓로,497-35,128.6048759,37.1011936,라사981008,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048025,장소,관광지,23602931,가평은하수카라반캠핑장,,,60520,캠핑장,4182032521100279808,경기도,가평군,청평면,청평리,28-62,4182032521,4182032500,418203216036,잠곡로,120-80,127.4352968,37.7369349,다사942708,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048026,장소,관광지,23602989,우리여행사,,,60403,항공사/여행사,4415010600100599808,충청남도,공주시,교동,,60,4415010600,4415054000,441504553872,용당길,48,127.1196321,36.4589421,다바659291,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048027,장소,관광지,23603442,우주여행사,,,60403,항공사/여행사,2729011500101709824,대구광역시,달서구,상인동,,171-1,2729011500,2729062400,272903007013,월배로,183,128.5331457,35.8180474,라마933584,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048028,장소,관광지,23603687,필더필,,,60403,항공사/여행사,1144012000103940096,서울특별시,마포구,서교동,,394-44,1144012000,1144066000,114403113014,양화로,64,126.9158006,37.5503081,다사483502,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048029,장소,관광지,23603687,필더필,,,60403,항공사/여행사,1144012000103940096,서울특별시,마포구,서교동,,394-44,1144012000,1144066000,114403113014,양화로,64,126.9158006,37.5503081,다사483502,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048030,장소,관광지,23604109,도동유교문화관,,,60518,팜스테이,2771038035100559872,대구광역시,달성군,구지면,도동리,56,2771038035,2771038000,,,,128.3714476,35.7019045,라마788454,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048031,장소,관광지,23604217,에어바이크,,,60403,항공사/여행사,2620010100100590080,부산광역시,영도구,대교동1가,,59,2620010100,2620053000,262003128013,봉래나루로,33,129.0376513,35.0941913,마라401787,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048032,장소,관광지,23604227,에이치어스,,,60403,항공사/여행사,1120011400106561536,서울특별시,성동구,성수동1가,,656-1572,1120011400,1120066000,112004109310,상원1길,25,127.0479771,37.5458496,다사600497,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048033,장소,관광지,23604350,포레스트리캠핑장,,,60520,캠핑장,5113039022101850112,강원특별자치도,원주시,신림면,금창리,185-8,5113039022,5113039000,511304457467,웃갈곡길,97-6,128.0609254,37.2412867,라사497159,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048034,장소,관광지,23604509,비둘기여행사,,,60403,항공사/여행사,4615011900100540416,전라남도,순천시,장천동,,54-10,4615011900,4615061000,461503283014,시민로,12,127.4861455,34.9507003,다라987617,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048035,장소,관광지,23604535,YES항공여행사,,,60403,항공사/여행사,4313010500110870016,충청북도,충주시,교현동,,1087-1,4313010500,4313054000,431302238001,계명대로,156,127.9319806,36.9821826,라바384871,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048036,장소,관광지,23604536,다복국제여행사,,,60403,항공사/여행사,4113110300100839936,경기도,성남시수정구,수진동,,84-1,4113110300,4113157000,411314334364,수정로120번길,8,127.133778,37.4407685,다사676380,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048037,장소,관광지,23604768,속리산연꽃단지,,,60513,일반관광지,4372031521100049920,충청북도,보은군,속리산면,상판리,5-1,4372031521,4372031500,,,,127.8169666,36.5196776,라바283358,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048038,장소,관광지,23604771,증평농심테마파크,,,60507,테마공원/대형놀이공원,4374525034103159808,충청북도,증평군,증평읍,사곡리,316,4374525034,4374525000,437454532020,내룡길,69-50,127.6121898,36.7819796,라바100648,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048039,장소,관광지,23604777,황방산맨발황톳길,,,60513,일반관광지,3111011600200480256,울산광역시,중구,장현동,,산48-14,3111011600,3111063000,,,,129.3286853,35.5889111,마마656340,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048040,장소,관광지,23604779,성안동달빛누리길,,,60513,일반관광지,3111011700200489984,울산광역시,중구,약사동,,산49-3,3111011700,3111064000,,,,129.3250172,35.5782089,마마653328,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048041,장소,관광지,23604780,울산큰애기청년야시장,,,60513,일반관광지,3111010500100950016,울산광역시,중구,옥교동,,95-3,3111010500,3111058500,,,,129.3218736,35.5541326,마마651302,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048042,장소,관광지,23604788,원도심투어,울산동헌,,60513,일반관광지,3111010400103490048,울산광역시,중구,북정동,,349,3111010400,3111065000,311104307166,동헌길,167,129.3200581,35.558307,마마649306,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048043,장소,관광지,23604789,원도심투어,고복수음악관,,60513,일반관광지,3111010600100810240,울산광역시,중구,성남동,,81,3111010600,3111058500,311104307403,중앙1길,9,129.3197634,35.5562985,마마649304,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048044,장소,관광지,23604790,원도심투어,울산큰애기관광안내소,,60513,일반관광지,3111010500102340096,울산광역시,중구,옥교동,,234,3111010500,3111058500,311104307182,문화의거리,28,129.3216983,35.5566096,마마651304,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048045,장소,관광지,23604793,원도심투어,소밀정원,,60513,일반관광지,3111010600100029952,울산광역시,중구,성남동,,3-23,3111010600,3111058500,311104307257,새즈믄해거리,34-9,129.320864,35.55678,마마650305,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048046,장소,관광지,23604865,공신관광여행사,,,60403,항공사/여행사,4159026226103750144,경기도,화성시,남양읍,온석리,375-5,4159026226,4159026200,415904431356,현대기아로183번길,37,126.8451121,37.1690499,다사418080,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048047,장소,관광지,23604903,캠핑장B,,,60520,캠핑장,4421033026102700032,충청남도,서산시,팔봉면,호리,270,4421033026,4421033000,442104562757,호리영살길,121,126.3267071,36.8526145,나바954733,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048048,장소,관광지,23604914,제이와이카라반캠핑장,,,60520,캠핑장,4182025021101239808,경기도,가평군,가평읍,읍내리,124-1,4182025021,4182025000,418204448233,잎너비길,25,127.5087436,37.8476489,라사007830,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048049,장소,관광지,23604915,엘모로캠핑,,,60520,캠핑장,4183038021200509952,경기도,양평군,양동면,쌍학리,산51-3,4183038021,4183038000,418304451076,고세기길,58-31,127.738077,37.4087108,라사210344,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048050,장소,관광지,23604916,럼버잭캠핑,,,60520,캠핑장,5183033028106510336,강원특별자치도,양양군,현북면,상광정리,651,5183033028,5183033000,518303235014,송이로,321,128.6900838,38.0111691,마아044019,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048051,장소,관광지,23604917,고릴라캠핑,,,60520,캠핑장,4372031527103099904,충청북도,보은군,속리산면,사내리,310-3,4372031527,4372031500,437204523178,사내1길,13-12,127.8166679,36.5269647,라바283366,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048052,장소,관광지,23604918,문암해변캠핑장,,,60520,캠핑장,5123031032103189504,강원특별자치도,삼척시,근덕면,초곡리,319-1,5123031032,5123031000,,,,129.2861937,37.3103935,마사582249,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048053,장소,관광지,23604919,몽키캠핑장,,,60520,캠핑장,4413133031104130048,충청남도,천안시동남구,북면,납안리,413-6,4413133031,4413133000,441313249022,삼방로,1163-1,127.249209,36.8471701,다바776721,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048054,장소,관광지,23604920,히어위고글램핑바베큐,,,60520,캠핑장,4415037024105260032,충청남도,공주시,정안면,평정리,526,4415037024,4415037000,441504553204,느진묵길,89,127.0825854,36.5551001,다바626397,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048055,장소,관광지,23604921,남해에코촌,,,60520,캠핑장,4884031024111639552,경상남도,남해군,이동면,무림리,1164-13,4884031024,4884031000,,,,127.9567584,34.8041619,라라417456,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000048056,장소,관광지,23604922,경상남도교육청종합복지관분원미숭산교직원휴양원,,,60520,캠핑장,4889034028101109760,경상남도,합천군,야로면,하빈리,111,4889034028,4889034000,488903348014,미숭산로,341,128.1934124,35.7280006,라마627481,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
