id,lclas,mlsfc,id_poi,poi_nm,branch_nm,sub_nm,mcate_cd,mcate_nm,pnu,sido_nm,sgg_nm,bemd_nm,ri_nm,beonji,badm_cd,hadm_cd,rd_cd,rd_nm,bld_num,x,y,grid_cd,lst_updt_dt,data_orgn,FILE_NAME,base_ymd
KCLANPO25N000016650,장소,관광지,18116350,세연여행사,,,60403,항공사/여행사,2915510600104039936,광주광역시,남구,주월동,,404-40,2915510600,2915569000,291552161001,서문대로,753,126.8974425,35.1266335,다라451814,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016651,장소,관광지,18116354,롯데여행사,,,60403,항공사/여행사,2650010500100140032,부산광역시,수영구,남천동,,14-12,2650010500,2650066000,265003138008,남천동로,19,129.1107827,35.142344,마라467842,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016652,장소,관광지,18116359,에이치글로벌,,,60403,항공사/여행사,1111012400100579968,서울특별시,종로구,수송동,,58,1111012400,1111061500,111103100006,삼봉로,81,126.9818844,37.5724454,다사542526,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016653,장소,관광지,18116360,스마일파리,,,60403,항공사/여행사,1165010800113210112,서울특별시,서초구,서초동,,1321,1165010800,1165052000,116502121002,서초대로,396,127.0248194,37.4966162,다사579442,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016654,장소,관광지,18116361,국민클럽,,,60403,항공사/여행사,4119210900105480192,경기도,부천시원미구,상동,,548-4,4119210900,4119269000,411923000065,길주로,64,126.7491647,37.5054736,다사336453,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016655,장소,관광지,18116364,다일투어,,,60403,항공사/여행사,1141011000110109952,서울특별시,서대문구,북아현동,,1011,1141011000,1141055500,114104136122,북아현로1길,50,126.952847,37.5603666,다사516513,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016656,장소,관광지,18116372,모두투어,개신점,,60403,항공사/여행사,4311210900106959872,충청북도,청주시서원구,개신동,,696,4311210900,4311259000,431123237030,복대로,19,127.445606,36.6189196,다바951467,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016657,장소,관광지,18116374,팬비즈여행사,,,60403,항공사/여행사,1111011800100739968,서울특별시,종로구,내수동,,74,1111011800,1111053000,111104100135,사직로8길,42,126.9730896,37.5738102,다사534528,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016658,장소,관광지,18116378,오메가투어,,,60403,항공사/여행사,4113510500100899840,경기도,성남시분당구,서현동,,90,4113510500,4113558000,411353180049,중앙공원로,35,127.1286652,37.3809269,다사671313,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016659,장소,관광지,18116415,몽산포자동차야영장,,,60506,야영장,4482532023103549952,충청남도,태안군,남면,신장리,355-50,4482532023,4482532000,448254592105,몽산포길,63-43,126.2893058,36.6697337,나바918531,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016660,장소,관광지,18116544,글로벌공간,,,60403,항공사/여행사,4613013000104699904,전라남도,여수시,안산동,,470-7,4613013000,4613078000,461303282016,도원로,148-1,127.6475292,34.7607219,라라135407,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016661,장소,관광지,18116549,아트래블,,,60403,항공사/여행사,4413111600100720128,충청남도,천안시동남구,신방동,,72-6,4413111600,4413157000,441313249032,신촌4로,42,127.1253724,36.7897126,다바665657,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016662,장소,관광지,18119215,오투스토리,,,60520,캠핑장,4688036028100459520,전라남도,장성군,황룡면,아곡리,46-1,4688036028,4688036000,468803299056,홍길동로,271,126.7432276,35.3121238,다마312021,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016663,장소,관광지,18119879,가산수피아,,,60511,식물원,4785033043112059904,경상북도,칠곡군,가산면,학상리,1206-1,4785033044,4785033000,478504766562,학하4길,57-105,128.4862704,36.0855498,라마887880,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016664,장소,관광지,18120382,용추계곡,,,60504,폭포/계곡,4678040024201239552,전라남도,보성군,웅치면,용반리,산124-1,4678040024,4678040000,,,,127.013113,34.6912343,다라554330,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016665,장소,관광지,18120514,대청댐전망대,,,60513,일반관광지,4311135033106290176,충청북도,청주시상당구,문의면,덕유리,629-12,4311135033,4311135000,431113240025,대청호반로,206,127.4850552,36.479002,다바986312,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016666,장소,관광지,18121210,전원일기마을오토캠핑장,,,60520,캠핑장,4163034027102099968,경기도,양주시,장흥면,삼하리,210-1,4163034027,4163034000,416304436318,일영로327번길,227-19,126.9100826,37.6723424,다사479638,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016667,장소,관광지,18121243,강진청자촌오토캠핑장,,,60520,캠핑장,4681033022106579968,전라남도,강진군,대구면,사당리,658-5,4681033022,4681033000,468104679379,청자촌길,42-5,126.8038454,34.5077894,다라360128,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016668,장소,관광지,18122120,달궁힐링야영장,,,60520,캠핑장,5219046028102870016,전북특별자치도,남원시,산내면,덕동리,287-3,5219046028,5219046000,,,,127.5556243,35.3519684,라마050062,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016669,장소,관광지,18122729,교동전자거리,,,60517,먹거리/패션거리,2711012100100020224,대구광역시,중구,문화동,,2-7,2711012100,2711056500,,,,128.5981202,35.8726593,라마991645,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016670,장소,관광지,18123304,장흥계곡,,,60504,폭포/계곡,4163034024103399936,경기도,양주시,장흥면,석현리,340-2,4163034024,4163034000,,,,126.9601319,37.7455667,다사524719,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016671,장소,관광지,18123634,지리산온천랜드카라반,,,60520,캠핑장,4673037030105220096,전라남도,구례군,산동면,관산리,522,4673037030,4673037000,467303288017,지리산온천로,261,127.4575572,35.3176531,다마961024,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016672,장소,관광지,18123778,신한여행사,,,60403,항공사/여행사,1121510500100060032,서울특별시,광진구,자양동,,6-20,1121510500,1121584700,112154112317,아차산로30길,39,127.0670462,37.5388638,다사617489,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016673,장소,관광지,18124231,진동리국민여가캠핑장,,,60520,캠핑장,5181033025106180096,강원특별자치도,인제군,기린면,진동리,618,5181033025,5181033000,518103013058,조침령로,1235-14,128.4194537,37.9687421,라사807969,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016674,장소,관광지,18124651,첫마중길,,,60513,일반관광지,5211311500107469824,전북특별자치도,전주시덕진구,우아동3가,,747,5211311500,5211361100,521132266003,백제대로,807,127.1569014,35.8480774,다마690613,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016675,장소,관광지,18125309,진틀펜션캠핑,,,60520,캠핑장,4623032024201199616,전라남도,광양시,옥룡면,동곡리,산120-9,4623032024,4623032000,462303285031,신재로,1678-54,127.6017991,35.0965735,라라092779,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016676,장소,관광지,18126025,삼목도선사주거지,,,60603,유명사적/유적지,2811014700118269952,인천광역시,중구,운서동,,1827-41,2811014700,2811062800,,,,126.475555,37.489756,다사094438,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016677,장소,관광지,18126244,VIP여행사,,,60403,항공사/여행사,1114010100100189952,서울특별시,중구,무교동,,19,1114010100,1114055000,111403005002,무교로,16,126.9795594,37.5673514,다사540521,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016678,장소,관광지,18126561,노블레스글램핑카라반,,,60520,캠핑장,5178032022106959872,강원특별자치도,철원군,근남면,잠곡리,696-2,5178032022,5178032000,517803230035,하오재로,991,127.4620993,38.1557311,다아966172,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016679,장소,관광지,18128969,꿈꾸는캠핑장,,,60520,캠핑장,4889031025103509504,경상남도,합천군,봉산면,김봉리,351-1,4889031025,4889031000,488903348046,서부로,4326,128.0422989,35.6254324,라마491367,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016680,장소,관광지,18130465,수목원길,,,60513,일반관광지,5011013700113269760,제주특별자치도,제주시,연동,,1327,5011013700,5011065000,,,,126.4881139,33.4711986,다나059981,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016681,장소,관광지,18130483,송도오토캠핑장,,,60520,캠핑장,2614012400101349888,부산광역시,서구,암남동,,135-23,2614012400,2614068000,261403126009,송도해변로,36,129.0175689,35.0723658,마라383763,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016682,장소,관광지,18130645,삼척해상케이블카,장호역,,60513,일반관광지,5123031034100030464,강원특별자치도,삼척시,근덕면,장호리,3-9,5123031034,5123031000,512304472282,장호항길,12-10,129.3187219,37.2879589,마사612225,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016683,장소,관광지,18130648,삼척해상케이블카,용화역,,60513,일반관광지,5123031033100059648,강원특별자치도,삼척시,근덕면,용화리,6,5123031033,5123031000,512303224019,삼척로,2154-31,129.3086611,37.2889671,마사603226,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016684,장소,관광지,18131759,섬진강레일바이크,,,60513,일반관광지,4672031024100549632,전라남도,곡성군,오곡면,송정리,55-4,4672031024,4672031000,467203283011,섬진강로,1465,127.3682381,35.2302166,다라880927,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016685,장소,관광지,18132278,포레스트판타지아,,,60513,일반관광지,5013031026200269824,제주특별자치도,서귀포시,안덕면,덕수리,산27,5013031026,5013031000,501303349236,일주서로,1836,126.3229775,33.2517533,나나903739,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016686,장소,관광지,18133202,한진관광,,,60403,항공사/여행사,1117013100100960000,서울특별시,용산구,한남동,,96-3,1117013100,1117068500,111703005014,독서당로,39,127.0069918,37.5317351,다사564481,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016687,장소,관광지,18133231,구재봉자연휴양림,,,60503,휴양림/수목원,4885033024117650432,경상남도,하동군,적량면,서리,1765-13,4885033024,4885033000,488504832416,중서길,60-79,127.7433128,35.1283118,라라221814,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016688,장소,관광지,18133476,북부사무소,,,60401,관광안내소/매표소,5219046027102520320,전북특별자치도,남원시,산내면,부운리,252,5219046027,5219046000,521904613449,와운길,10,127.5787344,35.3712925,라마071084,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016689,장소,관광지,18134025,생거진천자연휴양림,,,60503,휴양림/수목원,4375034028200339968,충청북도,진천군,백곡면,명암리,산34-1,4375034028,4375034000,437504535106,명암길,435-135,127.3904471,36.9255145,다바902808,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016690,장소,관광지,18134059,천왕봉오토캠핑장,,,60520,캠핑장,5219046026104280064,전북특별자치도,남원시,산내면,내령리,428-9,5219046026,5219046000,,,,127.6005,35.3990349,라마091114,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016691,장소,관광지,18134144,신화테마파크,,,60507,테마공원/대형놀이공원,5013031027200350208,제주특별자치도,서귀포시,안덕면,서광리,산35-16,5013031027,5013031000,501304852219,신화역사로304번길,98,126.315021,33.3050316,나나896799,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016692,장소,관광지,18134177,울돌목거북선,,,60513,일반관광지,4682042024104210432,전라남도,해남군,문내면,선두리,421-14,4682042024,4682042000,,,,126.3114785,34.5881769,나라910222,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016693,장소,관광지,18134192,제주신화월드,,,60514,유명관광지,5013031027200239616,제주특별자치도,서귀포시,안덕면,서광리,산24,5013031027,5013031000,501304852219,신화역사로304번길,38,126.3176726,33.3042518,나나899798,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016694,장소,관광지,18134362,수목원LED공원,,,60513,일반관광지,5011013700113259520,제주특별자치도,제주시,연동,,1326,5011013700,5011065000,501104848595,은수길,65,126.4876845,33.4711049,다나059981,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016695,장소,관광지,18134484,제주영어교육도시개발지구,,,60517,먹거리/패션거리,5013025030111500288,제주특별자치도,서귀포시,대정읍,구억리,1150-1,5013025030,5013025000,,,,126.282904,33.2857084,나나866778,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016696,장소,관광지,18134598,영덕문화예술체험장,,,60513,일반관광지,4777025030100880384,경상북도,영덕군,영덕읍,매정리,88,4777025030,4777025000,477704754115,매정길,235,129.4221526,36.4457013,마바722292,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016697,장소,관광지,18135484,죽산관광휴양지,,,60513,일반관광지,4155040027200119808,경기도,안성시,죽산면,용설리,산12-6,4155040027,4155040000,,,,127.45263,37.060711,다바957957,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016698,장소,관광지,18135499,서운산자연휴양림,,,60503,휴양림/수목원,4155032024104690176,경기도,안성시,금광면,상중리,469,4155032024,4155032000,,,,127.313188,36.9410543,다바833825,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016699,장소,관광지,18135656,홍천무궁화수목원,,,60503,휴양림/수목원,5172038026200569856,강원특별자치도,홍천군,북방면,능평리,산57,5172038026,5172038000,,,,127.8336694,37.723119,라사294693,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016700,장소,관광지,18136434,합천호코지캠핑장,,,60520,캠핑장,4889045029106180096,경상남도,합천군,대병면,성리,618-1,4889045029,4889045000,488903348035,합천호수로,262-35,128.0377998,35.5260372,라마487256,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016701,장소,관광지,18136500,수피아,,,60520,캠핑장,4889031028118400000,경상남도,합천군,봉산면,계산리,1840-1,4889031028,4889031000,488903348054,합천호반로,954,128.0558253,35.5729481,라마503309,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016702,장소,관광지,18137981,코아항공여행사,,,60403,항공사/여행사,4874025025100199936,경상남도,창녕군,창녕읍,술정리,20-6,4874025025,4874025000,487404823138,당산길,75,128.4962678,35.5409968,라마903276,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016703,장소,관광지,18138400,누웨마루거리,,,60517,먹거리/패션거리,5011013700102719488,제주특별자치도,제주시,연동,,272,5011013700,5011065000,,,,126.4907953,33.487841,다다062000,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016704,장소,관광지,18139024,금화관광,,,60403,항공사/여행사,4874035023108190208,경상남도,창녕군,유어면,가항리,819-1,4874035023,4874035000,487402341004,우포1대로,301,128.3836821,35.5165186,라마801248,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016705,장소,관광지,18139255,투어라이프,,,60403,항공사/여행사,4687025028105530368,전라남도,영광군,영광읍,단주리,553-6,4687025028,4687025000,468703298028,옥당로,188,126.5002531,35.2787739,다라090986,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016706,장소,관광지,18139563,미도투어,,,60403,항공사/여행사,4687025023101150208,전라남도,영광군,영광읍,남천리,115-4,4687025023,4687025000,468703298049,신남로,220,126.506049,35.275677,다라096982,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016707,장소,관광지,18139699,몽골문화촌가족쉼터매표소,,,60401,관광안내소/매표소,4136034024102369792,경기도,남양주시,수동면,내방리,237-8,4136034024,4136034000,,,,127.2725707,37.7546121,다사799727,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016708,장소,관광지,18139707,클럽레스피아,남양주2호점,,60520,캠핑장,4136034024103300096,경기도,남양주시,수동면,내방리,330-8,4136034024,4136034000,413603197032,비룡로,1738-23,127.2845559,37.7650345,다사810739,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016709,장소,관광지,18140323,캠프락캠핑장,,,60520,캠핑장,4182033030105140224,경기도,가평군,상면,원흥리,514-12,4182033030,4182033000,418203213060,청군로,1565,127.3204954,37.8220301,다사842802,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016710,장소,관광지,18140801,도리돌마을,,,60513,일반관광지,4165038022102490112,경기도,포천시,이동면,도평리,249,4165038022,4165038000,416503213050,화동로,2381,127.3839678,38.0548681,다아898060,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016711,장소,관광지,18141449,밤나무유원지,,,60508,일반유원지/일반놀이공원,4182035023112719872,경기도,가평군,북면,화악리,1272,4182035023,4182035000,,,,127.5383485,37.9399511,라사033933,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016712,장소,관광지,18141487,코끼리글램핑,,,60520,캠핑장,4182035023110069760,경기도,가평군,북면,화악리,1007,4182035023,4182035000,418203000144,화악산로,1217-2,127.5269556,37.9589613,라사023954,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016713,장소,관광지,18141849,청담캠핑,,,60520,캠핑장,4182035024202780160,경기도,가평군,북면,도대리,산278,4182035024,4182035000,418203000142,가화로,2265,127.4810924,37.945292,다사983939,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016714,장소,관광지,18142038,중앙휴양지,,,60508,일반유원지/일반놀이공원,4182035024101219840,경기도,가평군,북면,도대리,122-1,4182035024,4182035000,,,,127.4934572,37.9198404,다사994911,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016715,장소,관광지,18142040,그늘유원지,,,60508,일반유원지/일반놀이공원,4182035024101219840,경기도,가평군,북면,도대리,122-2,4182035024,4182035000,418204448206,오목골길,8-54,127.4938042,37.9196827,다사994910,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016716,장소,관광지,18142215,스텔라캠핑장,,,60520,캠핑장,4723036021126809600,경상북도,영천시,자양면,보현리,2681,4723036021,4723036000,472303310010,별빛로,710-7,128.9989695,36.136905,마마348943,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016717,장소,관광지,18142260,처음처럼여행,,,60403,항공사/여행사,1117012500102560000,서울특별시,용산구,한강로2가,,256-2,1117012500,1117062500,111702005005,한강대로,145,126.9707544,37.5325438,다사532482,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016718,장소,관광지,18142358,GEO키즈글램핑,,,60520,캠핑장,4165038022105849856,경기도,포천시,이동면,도평리,585-6,4165038022,4165038000,416503000121,금강로,6561,127.3969086,38.1104915,다아909122,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016719,장소,관광지,18142849,칠성전망대안내소,,,60401,관광안내소/매표소,5179033028105119744,강원특별자치도,화천군,상서면,산양리,512-46,5179033028,5179033000,517903231016,주파령로,4,127.6642336,38.2108994,라아143234,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016720,장소,관광지,18143881,센트럴여행사,,,60403,항공사/여행사,1117010800100419968,서울특별시,용산구,서계동,,42,1117010800,1117055500,111704106391,청파로85길,27,126.9675857,37.5525548,다사529504,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016721,장소,관광지,18144412,대왕별아이누리,,,60507,테마공원/대형놀이공원,3117010300109109760,울산광역시,동구,일산동,,911-1,3117010300,3117052000,311703171005,등대로,100,129.4385758,35.4880926,마마758230,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016722,장소,관광지,18144751,사천바다케이블카,,,60513,일반관광지,4824011700107060224,경상남도,사천시,대방동,,706,4824011700,4824051000,482402334003,사천대로,18,128.0532788,34.9338915,라라505600,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016723,장소,관광지,18144885,서산갯마을뻘낙지축제,,,60523,지역축제,4421034025101980160,충청남도,서산시,지곡면,중왕리,198-1,4421034025,4421034000,442104562475,어름들2길,64,126.3849874,36.8803724,다바006763,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016724,장소,관광지,18145278,산바라기학교캠핑장,,,60520,캠핑장,4182034528102139904,경기도,가평군,조종면,운악리,214-6,4182034528,4182034500,418203216011,명지산로,83,127.3625946,37.8827185,다사879869,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016725,장소,관광지,18145289,포레스트소울,,,60520,캠핑장,4182034524103410176,경기도,가평군,조종면,상판리,341,4182034524,4182034500,418203216011,명지산로,206-15,127.369237,37.891049,다사885879,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016726,장소,관광지,18145503,일월관광농원,,,60516,관광농원/허브마을,4415031031103059968,충청남도,공주시,이인면,달산리,306-1,4415031031,4415031000,441504553549,산소골길,80,127.041174,36.3646129,다바588186,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016727,장소,관광지,18145578,마하연투어,,,60403,항공사/여행사,1111012900100739968,서울특별시,종로구,견지동,,74-8,1111012900,1111061500,111103100009,우정국로,58,126.9831771,37.5741604,다사543528,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016728,장소,관광지,18145845,충주호관광선장회나루,,,60403,항공사/여행사,4380036027100170240,충청북도,단양군,단성면,장회리,17-4,4380036027,4380036000,,,,128.255407,36.9319777,라바672817,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016729,장소,관광지,18146338,하나투어,나비투어경희궁자이,,60403,항공사/여행사,1111017900101990016,서울특별시,종로구,교남동,,199,1111017600,1111058000,111104100192,송월길,99,126.9633754,37.5696498,다사526523,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016730,장소,관광지,18146367,하나투어,청담여행사,,60403,항공사/여행사,1168010400100450048,서울특별시,강남구,청담동,,45-4,1168010400,1168056500,116803122011,학동로,423,127.046773,37.5184121,다사599466,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016731,장소,관광지,18147006,남원백두대간캠핑장,,,60520,캠핑장,5219025021106369536,전북특별자치도,남원시,운봉읍,주촌리,637,5219025021,5219025000,521904613590,주촌3길,49-4,127.5074707,35.4000998,라마006115,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016732,장소,관광지,18148835,한성여행사,,,60403,항공사/여행사,1114012800100140032,서울특별시,중구,남산동1가,,14-5,1114012800,1114055000,111404103327,퇴계로18길,52,126.9845402,37.558724,다사544511,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016733,장소,관광지,18148858,거림탐방지원센터,,,60401,관광안내소/매표소,4886036023110129664,경상남도,산청군,시천면,내대리,1013,4886036023,4886036000,488604835170,세석길,217-26,127.7183267,35.2851584,라라198988,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016734,장소,관광지,18148860,쌍계사매표소,,,60401,관광안내소/매표소,4885031026200970240,경상남도,하동군,화개면,운수리,산97-2,4885031026,4885031000,488504841214,쌍계사길,26,127.645931,35.2305603,라라132928,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016735,장소,관광지,18148876,계란재공원지킴터,,,60401,관광안내소/매표소,4315033027100060160,충청북도,제천시,수산면,계란리,6-15,4315033027,4315033000,,,,128.2350269,36.9306926,라바654816,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016736,장소,관광지,18148928,제비봉공원지킴터,,,60401,관광안내소/매표소,4380036027200130048,충청북도,단양군,단성면,장회리,산13-23,4380036027,4380036000,,,,128.2537336,36.9296597,라바671815,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016737,장소,관광지,18149869,부귀편백숲산림욕장,,,60503,휴양림/수목원,5272038029200020480,전북특별자치도,진안군,부귀면,봉암리,산2,5272038029,5272038000,,,,127.3549968,35.8493859,다마869614,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016738,장소,관광지,18150362,여행램프,,,60403,항공사/여행사,4617011300100979712,전라남도,나주시,과원동,,98,4617011300,4617055000,461704652615,향청길,14,126.7175031,35.0338889,다라286712,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016739,장소,관광지,18150905,대저캠핑장,,,60520,캠핑장,2644010100100009984,부산광역시,강서구,대저1동,,1-5,2644010100,2644051000,,,,128.9910806,35.215947,마라357921,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016740,장소,관광지,18151098,행복한소풍캠핑장,,,60520,캠핑장,2871034021114979840,인천광역시,강화군,화도면,내리,1498-1,2871034021,2871034000,287103157022,마니산로,902-15,126.4007807,37.6388889,다사030605,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016741,장소,관광지,18151172,증산오토캠핑장,,,60520,캠핑장,4715045029108200448,경상북도,김천시,증산면,장전리,820-1,4715045029,4715045000,471504718969,황점1길,161,128.0520045,35.8693455,라마498637,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016742,장소,관광지,18151179,임하호수상레저타운,,,60520,캠핑장,4717040021110389760,경상북도,안동시,임동면,중평리,1039,4717040021,4717040000,471704721649,선착장길,71,128.9197739,36.565719,마바270418,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016743,장소,관광지,18151181,산노리캠핑장,,,60520,캠핑장,5113039026110000128,강원특별자치도,원주시,신림면,황둔리,1000,5113039026,5113039000,511304457538,재사동길,50,128.1652182,37.2442738,라사589163,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
KCLANPO25N000016744,장소,관광지,18151182,천수만상황오토캠핑장,,,60520,캠핑장,4480037024102080000,충청남도,홍성군,서부면,상황리,208-1,4480037024,4480037000,448004586274,서부서길,633-60,126.4765272,36.5845356,다바084434,20251027,맵퍼스,KC_495_LLR_ATRCTN_2025,20250822
